user_id,experience_level,workout_type_encoded,session_duration_hours,workout_frequency,bmi,age,gender_encoded
455,3,0,0.8,0.6666667,0.5412805,0.7804878,0
456,2,1,0.56666666,0.33333334,0.56313473,0.8780488,0
457,3,0,0.92,1.0,0.3019397,0.2682927,0
458,2,0,0.5,0.33333334,0.67170376,0.048780486,0
459,1,1,0.25333333,0.33333334,0.15439065,0.0,0
460,2,1,0.49333334,0.6666667,0.29949817,0.7804878,1
461,2,1,0.54,0.33333334,0.3740969,0.9512195,1
462,1,1,0.42,0.0,0.1969401,0.2195122,0
463,2,0,0.64666665,0.33333334,0.43354237,0.68292683,0
464,1,2,0.5,0.0,0.26248974,0.29268292,0
465,2,3,0.54,0.6666667,0.5945478,0.2682927,0
466,2,2,0.64,0.6666667,0.38008833,0.73170733,1
467,1,0,0.22,0.0,0.5808749,0.024390243,0
468,1,1,0.44666666,0.33333334,0.35570577,0.8292683,1
469,2,3,0.45333335,0.6666667,0.21001138,0.5365854,1
470,2,3,0.6066667,0.33333334,0.921458,0.3902439,0
471,1,2,0.54,0.33333334,0.441162,0.6097561,1
472,3,0,0.74666667,1.0,0.36589932,0.17073171,1
473,1,0,0.13333334,0.0,0.18063386,0.68292683,1
474,2,0,0.55333334,0.33333334,0.084698096,0.6097561,1
475,3,3,0.88,0.6666667,0.5564705,0.2195122,0
476,1,2,0.39333335,0.33333334,0.6180196,0.6097561,0
477,1,3,0.24,0.33333334,0.37833753,0.80487806,1
478,1,3,0.47333333,0.0,0.23835295,0.9756098,0
479,1,1,0.31333333,0.33333334,0.15895784,0.14634146,0
480,1,2,0.31333333,0.33333334,0.38299567,0.07317073,0
481,2,1,0.36666667,0.33333334,0.54195964,0.24390244,0
482,1,0,0.27333334,0.0,0.161664,0.68292683,0
483,2,3,0.56,0.33333334,0.23815794,0.85365856,1
484,3,2,0.6933333,1.0,0.36470115,0.58536583,0
485,3,0,0.7733333,1.0,0.40750617,0.4878049,0
486,2,2,0.5733333,0.6666667,0.50589365,0.85365856,0
487,1,3,0.16,0.33333334,0.16054308,0.2195122,0
488,2,2,0.4,0.6666667,0.48466724,0.8780488,1
489,2,0,0.38,0.6666667,0.20217046,0.19512194,1
490,2,1,0.5133333,0.6666667,0.33925217,0.5609756,1
491,1,3,0.6066667,0.33333334,0.11943523,0.8292683,1
492,3,1,0.8,1.0,0.37489155,0.8292683,0
493,2,3,0.37333333,0.6666667,0.08285494,0.85365856,1
494,1,0,0.22666667,0.0,0.39743006,0.41463414,0
495,1,3,0.10666667,0.0,0.5427454,0.9268293,0
496,2,1,0.52666664,0.6666667,0.31945497,0.75609756,0
497,3,3,0.91333336,1.0,0.29349947,0.5609756,0
498,2,0,0.48,0.33333334,0.12553185,0.5365854,0
499,2,3,0.52,0.33333334,0.22448622,0.75609756,1
500,1,1,0.58666664,0.0,0.22357002,0.8780488,1
501,2,0,0.38666666,0.6666667,0.2904894,0.2682927,1
502,2,1,0.53333336,0.33333334,0.34383816,0.29268292,1
503,1,3,0.24666667,0.0,0.20727052,0.5365854,0
504,1,2,0.07333333,0.0,0.06801259,0.58536583,1
505,2,1,0.6533333,0.6666667,0.24817437,0.8292683,0
506,1,3,0.38666666,0.33333334,0.14949606,0.9756098,1
507,2,2,0.62666667,0.33333334,0.3729848,0.70731705,0
508,1,2,0.20666666,0.0,0.34082055,0.3902439,0
509,1,0,0.31333333,0.0,0.2727577,0.46341464,1
510,1,2,0.58,0.0,0.10463033,0.58536583,0
511,3,1,0.97333336,1.0,0.36515144,0.5121951,0
512,3,1,0.9,0.6666667,0.26542613,0.29268292,1
513,3,2,0.9866667,1.0,0.3155553,0.4390244,0
514,2,3,0.6066667,0.6666667,0.42703757,0.85365856,1
515,1,1,0.23333333,0.0,0.28090435,0.2682927,1
516,2,1,0.52,0.6666667,0.3695791,0.9756098,1
517,2,0,0.58666664,0.6666667,0.55556655,0.4390244,0
518,3,3,0.7733333,0.6666667,0.5144512,0.2682927,0
519,1,2,0.28666666,0.0,0.38439676,0.19512194,0
520,2,3,0.61333334,0.33333334,0.41300276,0.14634146,1
521,1,0,0.52666664,0.33333334,0.21480222,0.6585366,0
522,1,0,0.4,0.0,0.14343429,0.31707317,1
523,2,3,0.58,0.6666667,0.33550856,0.73170733,1
524,2,0,0.34666666,0.6666667,0.79907894,0.4390244,0
525,1,0,0.26666668,0.33333334,0.23540819,0.36585367,1
526,1,0,0.013333334,0.0,0.41358328,0.09756097,0
527,2,3,0.56,0.6666667,0.36390242,0.8292683,0
528,2,0,0.52666664,0.6666667,0.5379797,0.2682927,0
529,3,2,0.7866667,0.6666667,0.30408618,0.58536583,0
530,3,2,0.82666665,1.0,0.40689373,0.4878049,0
531,2,1,0.58,0.33333334,0.14077945,0.85365856,1
532,1,2,0.07333333,0.0,0.30786845,0.5365854,1
533,2,1,0.43333334,0.6666667,0.30999878,0.36585367,1
534,2,3,0.34,0.6666667,0.5202153,0.9268293,0
535,1,0,0.14666666,0.33333334,0.23550306,1.0,0
536,3,2,0.8466667,1.0,0.512002,0.9268293,0
537,1,1,0.64,0.33333334,0.038974877,0.31707317,1
538,3,3,0.93333334,1.0,0.34664565,0.73170733,0
539,2,1,0.6333333,0.33333334,0.5794282,0.09756097,1
540,2,0,0.5133333,0.6666667,0.43177423,0.8292683,1
541,2,2,0.42,0.6666667,0.2275504,0.5365854,0
542,3,3,0.88666666,1.0,0.23326822,0.68292683,0
543,2,1,0.4,0.33333334,0.3212183,0.24390244,1
544,2,3,0.35333332,0.6666667,0.23232922,0.41463414,0
545,1,1,0.6533333,0.33333334,0.3048841,0.2682927,1
546,2,1,0.44666666,0.33333334,0.30707833,0.19512194,0
547,1,0,0.56,0.0,0.4912552,0.2195122,0
548,2,0,0.58,0.6666667,0.48179388,0.3902439,1
549,2,1,0.5733333,0.6666667,0.16076864,0.902439,0
550,2,2,0.5,0.33333334,0.3751877,0.14634146,1
551,1,3,0.5133333,0.33333334,0.5000415,0.29268292,0
552,1,3,0.28,0.33333334,0.38563237,0.9512195,1
553,2,0,0.44666666,0.33333334,0.33919752,1.0,1
554,1,2,0.34666666,0.0,0.4947579,0.19512194,0
555,1,1,0.6,0.0,0.36892194,0.63414633,1
556,1,0,0.07333333,0.33333334,0.10524899,0.024390243,0
557,3,1,0.94,1.0,0.3079756,0.09756097,0
558,2,1,0.44,0.6666667,0.23249315,0.68292683,0
559,1,0,0.31333333,0.33333334,0.35264993,0.8780488,1
560,1,2,0.38666666,0.33333334,0.35103256,0.902439,1
561,1,3,0.58,0.33333334,0.4095965,0.4390244,0
562,2,0,0.36,0.33333334,0.63135767,0.17073171,0
563,2,2,0.61333334,0.33333334,0.39597645,0.0,1
564,1,1,0.18,0.0,0.30801275,0.5121951,0
565,1,0,0.11333334,0.0,0.31370178,0.3902439,0
566,1,3,0.52666664,0.0,0.24032043,0.14634146,1
567,2,3,0.5466667,0.33333334,0.2100793,0.58536583,0
568,2,1,0.42666668,0.33333334,0.4185154,0.07317073,1
569,1,0,0.026666667,0.33333334,0.28348207,0.85365856,0
570,1,3,0.56,0.0,0.36869532,0.12195122,1
571,1,0,0.5733333,0.33333334,0.55673623,0.73170733,0
572,3,3,0.91333336,1.0,0.47365797,0.4390244,0
573,1,1,0.6333333,0.0,0.3943515,0.9268293,1
574,2,1,0.56666666,0.6666667,0.6434241,0.63414633,0
575,2,0,0.50666666,0.6666667,0.23741445,0.2195122,1
576,1,2,0.35333332,0.33333334,0.13307247,0.6097561,0
577,1,2,0.48666668,0.33333334,0.13145448,0.4390244,1
578,1,1,0.52666664,0.0,0.13821949,0.9268293,1
579,2,3,0.5133333,0.33333334,0.31808433,0.048780486,1
580,2,2,0.35333332,0.6666667,0.44257176,0.29268292,1
581,2,1,0.38666666,0.6666667,0.06746913,0.6585366,0
582,2,3,0.5733333,0.6666667,0.32067016,0.46341464,0
583,1,3,0.64666665,0.0,0.11143775,0.6585366,1
584,3,2,0.70666665,0.6666667,0.14738443,0.17073171,1
585,2,1,0.58666664,0.6666667,0.14653467,0.9756098,1
586,1,3,0.12,0.33333334,0.039704278,0.9268293,0
587,3,3,0.88666666,0.6666667,0.24879654,0.0,0
588,2,0,0.34,0.33333334,0.74463016,0.048780486,0
589,2,0,0.49333334,0.6666667,0.48179388,0.29268292,0
590,2,2,0.42666668,0.6666667,0.30687273,0.6585366,1
591,3,0,0.84,1.0,0.22107375,0.58536583,1
592,2,1,0.6066667,0.6666667,0.15773368,0.7804878,1
593,1,2,0.12666667,0.33333334,0.8283364,0.902439,0
594,1,2,0.26,0.0,0.4567317,0.12195122,0
595,3,0,0.88666666,0.6666667,0.26191863,0.75609756,0
596,1,3,0.5,0.33333334,0.25251836,0.4878049,1
597,1,1,0.37333333,0.33333334,0.30539832,0.36585367,1
598,2,1,0.35333332,0.6666667,0.08444114,0.4878049,0
599,2,1,0.64,0.6666667,0.35295057,0.24390244,1
600,2,2,0.42666668,0.33333334,0.2231682,0.8780488,0
601,3,1,0.91333336,1.0,0.5177819,0.85365856,0
602,1,3,0.5733333,0.33333334,0.33038706,0.8292683,1
603,1,3,0.22666667,0.33333334,0.78663784,0.4390244,0
604,1,0,0.026666667,0.0,0.35744825,0.46341464,1
605,3,1,0.85333335,1.0,0.33816755,0.41463414,0
606,2,2,0.35333332,0.6666667,0.3760247,0.9756098,1
607,1,0,0.06,0.0,0.19145656,0.31707317,1
608,3,3,0.78,1.0,0.29953176,0.34146342,1
609,3,1,0.87333333,1.0,0.4209895,0.73170733,0
610,3,3,0.82,1.0,0.31945497,0.0,0
611,3,0,0.8066667,0.6666667,0.2124575,0.048780486,1
612,1,3,0.5,0.33333334,0.19096126,0.36585367,1
613,2,1,0.61333334,0.6666667,0.091348745,0.5365854,0
614,2,1,0.37333333,0.6666667,0.6607355,0.24390244,0
615,3,0,0.8333333,1.0,0.32815754,0.2682927,0
616,2,1,0.46,0.6666667,0.4063962,0.2195122,1
617,2,3,0.52666664,0.6666667,0.30950457,0.75609756,0
618,2,3,0.6,0.33333334,0.564468,0.36585367,0
619,1,2,0.033333335,0.0,0.5335328,0.17073171,1
620,2,2,0.46,0.6666667,0.3313906,0.902439,0
621,3,2,0.68,0.6666667,0.3418044,0.2682927,0
622,3,3,0.98,1.0,0.47240993,0.5609756,0
623,1,3,0.17333333,0.33333334,0.28915033,0.6585366,1
624,1,0,0.26,0.0,0.101788655,0.17073171,1
625,1,2,0.3,0.33333334,0.2083066,0.6585366,1
626,2,3,0.44666666,0.6666667,0.48694113,0.85365856,1
627,3,0,0.78,1.0,0.16313867,0.6097561,1
628,1,3,0.41333333,0.33333334,0.25855708,0.17073171,1
629,2,0,0.45333335,0.6666667,0.31859726,0.6585366,1
630,3,2,0.8,1.0,0.4004958,0.6585366,0
631,2,2,0.6533333,0.33333334,0.41582716,0.8780488,0
632,2,2,0.52,0.6666667,0.112132005,0.9756098,1
633,2,3,0.53333336,0.33333334,0.1420012,0.85365856,0
634,2,3,0.50666666,0.6666667,0.41628096,0.63414633,0
635,1,0,0.42,0.33333334,0.29680926,0.3902439,1
636,2,1,0.43333334,0.33333334,0.07737027,0.19512194,0
637,2,1,0.58666664,0.6666667,0.08250688,0.7804878,0
638,3,2,0.72,1.0,0.29398197,0.46341464,0
639,2,1,0.64,0.6666667,0.6253164,0.29268292,0
640,2,2,0.37333333,0.33333334,0.50144696,0.6585366,0
641,1,0,0.6066667,0.33333334,0.10310699,0.68292683,1
642,2,1,0.38666666,0.33333334,0.1249343,0.29268292,1
643,1,1,0.16666667,0.33333334,0.60551894,0.8292683,1
644,1,2,0.14666666,0.0,0.61616904,0.12195122,0
645,2,0,0.52,0.6666667,0.45341575,0.41463414,1
646,3,1,0.92,1.0,0.57033014,0.09756097,0
647,1,1,0.013333334,0.33333334,0.4088704,0.58536583,0
648,2,1,0.5133333,0.6666667,0.5867075,0.024390243,0
649,3,0,0.8666667,0.6666667,0.27322495,0.2195122,0
650,1,0,0.006666667,0.33333334,0.112326525,0.70731705,1
651,2,1,0.64666665,0.33333334,0.14031066,0.09756097,1
652,2,2,0.44666666,0.6666667,0.20809472,0.7804878,0
653,2,2,0.52666664,0.33333334,0.24881504,0.0,1
654,1,1,0.53333336,0.33333334,0.24415603,0.41463414,0
655,1,0,0.58666664,0.0,0.37418535,0.75609756,1
656,2,1,0.4,0.33333334,0.46103197,0.24390244,1
657,2,0,0.54,0.6666667,0.1682669,0.4878049,0
658,1,1,0.21333334,0.0,0.23137371,0.6097561,1
659,2,0,0.4,0.33333334,0.30593774,0.58536583,0
660,1,3,0.44666666,0.0,0.18876322,0.5121951,1
661,2,2,0.56,0.6666667,0.6977652,0.63414633,0
662,1,3,0.42,0.0,0.12633468,0.29268292,0
663,3,2,0.92,1.0,0.25979483,0.7804878,1
664,1,0,0.14,0.0,0.49914372,0.80487806,1
665,1,3,0.41333333,0.33333334,0.10412033,0.9756098,0
666,1,2,0.6666667,0.0,0.16946976,0.8292683,1
667,1,1,0.31333333,0.0,0.4829554,0.0,1
668,3,0,0.81333333,0.6666667,0.3773593,0.4878049,0
669,3,0,0.73333335,0.6666667,0.3054615,0.12195122,0
670,1,1,0.6333333,0.0,0.16986556,0.6585366,1
671,2,1,0.58666664,0.6666667,0.10899391,0.3902439,0
672,2,2,0.61333334,0.6666667,0.17958972,0.09756097,0
673,3,0,0.67333335,0.6666667,0.35725018,0.73170733,0
674,2,2,0.33333334,0.33333334,0.19679819,0.09756097,1
675,1,1,0.5466667,0.33333334,0.25257215,0.902439,1
676,2,0,0.34666666,0.6666667,0.45762196,0.048780486,0
677,2,1,0.5133333,0.33333334,0.1803223,0.5365854,1
678,1,2,0.42,0.33333334,0.44714686,0.8780488,0
679,2,2,0.6066667,0.6666667,0.44889364,0.8780488,1
680,1,2,0.6533333,0.0,0.1782953,0.2195122,0
681,2,0,0.58666664,0.6666667,0.55997175,0.2195122,0
682,1,1,0.32666665,0.33333334,0.18764785,0.4390244,1
683,2,1,0.45333335,0.6666667,0.20764865,0.3902439,0
684,2,2,0.47333333,0.6666667,0.2577127,0.4878049,1
685,2,2,0.44666666,0.33333334,0.18985344,0.31707317,1
686,1,2,0.42,0.33333334,0.19755454,0.19512194,0
687,2,2,0.64,0.33333334,0.87472415,0.0,0
688,2,3,0.34666666,0.6666667,0.27076647,0.29268292,1
689,2,3,0.58,0.33333334,0.33872294,0.07317073,0
690,2,3,0.46666667,0.33333334,0.19055341,0.0,0
691,2,2,0.42666668,0.6666667,0.26168644,0.9512195,0
692,3,2,0.9866667,1.0,0.31939238,0.75609756,0
693,1,1,0.42666668,0.0,0.22483364,0.80487806,0
694,3,0,0.78,1.0,0.30612108,0.6585366,1
695,2,1,0.46,0.33333334,0.441162,0.73170733,1
696,1,3,0.42,0.33333334,0.5047631,0.17073171,0
697,1,1,0.58,0.0,0.5768651,0.9268293,0
698,1,2,0.49333334,0.33333334,0.22682743,0.6097561,0
699,2,3,0.40666667,0.6666667,0.29435572,0.80487806,1
700,2,3,0.42666668,0.33333334,0.32519984,0.048780486,0
701,2,0,0.46666667,0.6666667,0.4680826,0.2682927,1
702,2,0,0.38,0.33333334,0.3949381,0.0,1
703,2,3,0.58,0.6666667,0.09059848,0.09756097,1
704,1,3,0.61333334,0.33333334,0.27496308,0.70731705,0
705,1,1,0.2,0.33333334,0.015744258,0.70731705,1
706,2,3,0.45333335,0.6666667,0.5468634,0.3902439,0
707,1,2,0.23333333,0.33333334,0.44811475,0.5365854,1
708,1,1,0.6333333,0.33333334,0.4110273,0.34146342,0
709,2,2,0.52666664,0.6666667,0.10036108,0.8780488,1
710,2,2,0.56,0.6666667,0.92373425,0.4878049,0
711,3,2,0.8666667,1.0,0.30567816,0.31707317,1
712,3,3,0.93333334,1.0,0.24324645,0.024390243,0
713,2,0,0.56666666,0.6666667,0.3769491,0.24390244,0
714,2,0,0.52666664,0.33333334,0.7316135,0.9268293,0
715,2,2,0.33333334,0.33333334,0.40659073,0.902439,0
716,2,3,0.38,0.6666667,0.1972146,0.80487806,1
717,1,1,0.026666667,0.33333334,0.3905815,0.902439,1
718,2,2,0.58666664,0.33333334,0.7734275,0.80487806,0
719,3,1,0.8066667,1.0,0.27720428,0.41463414,1
720,1,1,0.5733333,0.33333334,0.27947244,0.70731705,0
721,2,3,0.5733333,0.33333334,0.34661692,0.34146342,0
722,2,3,0.5133333,0.6666667,0.26286453,0.63414633,1
723,1,0,0.5733333,0.0,0.17848139,0.80487806,0
724,1,0,0.62666667,0.33333334,0.44377849,0.902439,0
725,1,3,0.26,0.33333334,0.48805046,0.7804878,1
726,1,2,0.50666666,0.33333334,0.06777671,0.5609756,0
727,1,0,0.053333335,0.0,0.33371186,0.34146342,0
728,3,1,1.0,0.6666667,0.5356614,0.70731705,0
729,1,2,0.046666667,0.33333334,0.5529536,1.0,0
730,2,1,0.34666666,0.33333334,0.15380497,0.3902439,1
731,1,3,0.58666664,0.33333334,0.40378335,0.09756097,1
732,3,1,0.74,0.6666667,0.37394884,0.68292683,1
733,1,2,0.37333333,0.33333334,0.70457804,0.07317073,0
734,2,3,0.6066667,0.33333334,0.4881083,0.2195122,0
735,3,2,0.84,1.0,0.3245721,0.3902439,1
736,3,1,0.8333333,0.6666667,0.50133103,0.2195122,0
737,1,2,0.5733333,0.0,0.609569,0.3902439,0
738,3,3,0.87333333,1.0,0.4908879,0.46341464,0
739,2,1,0.37333333,0.6666667,0.43552727,0.5609756,0
740,2,1,0.5733333,0.6666667,0.39551294,0.09756097,1
741,1,0,0.31333333,0.0,0.49684104,0.80487806,1
742,1,0,0.006666667,0.0,0.26640514,0.12195122,1
743,2,2,0.44666666,0.33333334,0.18144748,0.024390243,0
744,2,0,0.6066667,0.6666667,0.33428133,0.29268292,1
745,2,0,0.66,0.33333334,0.4146359,0.24390244,1
746,2,0,0.44,0.6666667,0.13528515,0.5365854,0
747,2,0,0.6333333,0.33333334,0.014048184,0.36585367,0
748,1,3,0.16666667,0.33333334,0.30799156,0.73170733,1
749,2,3,0.66,0.33333334,0.51074004,0.24390244,1
750,1,0,0.34666666,0.0,0.289888,0.36585367,1
751,2,2,0.5733333,0.33333334,0.2875916,0.17073171,1
752,2,3,0.5466667,0.33333334,0.20248562,0.07317073,0
753,3,0,0.68,1.0,0.37686282,0.9512195,1
754,1,3,0.033333335,0.0,0.13338776,0.07317073,1
755,1,1,0.086666666,0.33333334,0.17001519,0.58536583,0
756,1,3,0.27333334,0.0,0.11068018,0.048780486,1
757,1,3,0.28666666,0.33333334,0.06058196,0.75609756,0
758,1,2,0.19333333,0.0,0.3543271,0.048780486,0
759,3,3,0.67333335,1.0,0.35781783,0.63414633,0
760,1,2,0.40666667,0.33333334,0.26376432,0.68292683,1
761,1,1,0.28666666,0.33333334,0.34243867,0.75609756,1
762,2,0,0.66,0.33333334,0.54377764,0.4390244,0
763,2,2,0.46,0.6666667,0.4825303,0.4878049,1
764,2,3,0.6333333,0.6666667,0.11293194,0.09756097,1
765,1,3,0.22666667,0.0,0.5440258,0.41463414,0
766,2,2,0.64666665,0.33333334,0.22669601,0.6585366,0
767,1,1,0.64,0.33333334,0.31641665,1.0,1
768,1,0,0.033333335,0.0,0.2122489,0.5121951,0
769,3,3,0.76,1.0,0.30348787,0.4878049,1
770,1,1,0.17333333,0.33333334,0.16505691,0.12195122,1
771,2,0,0.52666664,0.33333334,0.1693725,0.0,1
772,2,0,0.6533333,0.6666667,0.0751798,0.09756097,1
773,1,3,0.26666668,0.0,0.48417795,0.9756098,0
774,3,2,0.86,0.6666667,0.43643147,0.2682927,0
775,1,3,0.38666666,0.33333334,0.48570573,0.6097561,0
776,2,3,0.48,0.33333334,0.24915941,0.80487806,0
777,3,3,0.81333333,0.6666667,0.18625973,0.31707317,1
778,2,1,0.35333332,0.6666667,0.15625873,0.6097561,1
779,3,2,0.7733333,1.0,0.26630044,0.63414633,0
780,1,1,0.58,0.0,0.367285,0.19512194,1
781,2,3,0.6533333,0.6666667,0.23560026,0.6097561,1
782,1,2,0.26,0.0,0.25458944,0.5121951,1
783,2,0,0.52666664,0.33333334,0.0,0.70731705,0
784,3,2,0.93333334,0.6666667,0.5435887,0.3902439,0
785,1,3,0.54,0.0,0.45347425,0.6097561,0
786,2,2,0.56,0.33333334,0.043399293,0.85365856,1
787,1,0,0.10666667,0.33333334,0.30555043,0.0,0
788,2,0,0.64666665,0.6666667,0.37737298,0.17073171,0
789,2,2,0.34,0.33333334,0.039821345,0.8292683,0
790,3,0,0.8466667,0.6666667,0.5168341,0.34146342,0
791,2,1,0.56666666,0.6666667,0.14669731,0.5121951,0
792,1,2,0.14,0.0,0.14881843,0.31707317,0
793,1,0,0.19333333,0.33333334,0.26960152,0.6097561,1
794,1,0,0.16,0.0,0.09081161,0.6585366,1
795,1,2,0.27333334,0.0,0.39078072,0.5365854,0
796,1,1,0.04,0.0,0.17224275,0.31707317,0
797,3,2,0.9533333,0.6666667,0.28496087,0.5609756,1
798,2,0,0.61333334,0.6666667,0.13523163,0.024390243,1
799,2,2,0.40666667,0.33333334,0.20081374,0.6097561,0
800,1,0,0.06666667,0.0,0.21178709,0.31707317,0
801,3,3,0.84,0.6666667,0.40523013,0.14634146,0
802,2,2,0.55333334,0.33333334,0.3225373,0.048780486,0
803,1,2,0.24666667,0.33333334,0.42324376,0.5365854,1
804,2,0,0.6066667,0.6666667,0.301538,0.41463414,0
805,2,0,0.46,0.33333334,0.37611732,0.902439,0
806,1,0,0.02,0.0,0.75870043,0.8292683,0
807,2,0,0.5933333,0.33333334,0.23116525,0.34146342,0
808,2,2,0.44666666,0.6666667,0.41190758,0.58536583,1
809,1,0,0.38666666,0.0,0.28724697,0.8780488,1
810,3,2,0.78,0.6666667,0.39417687,0.6585366,1
811,3,1,0.74666667,1.0,0.35218486,0.2195122,0
812,2,2,0.58666664,0.33333334,0.59900844,0.9268293,0
813,2,0,0.42,0.6666667,0.27074906,0.3902439,1
814,2,0,0.39333335,0.33333334,0.12379112,0.9268293,0
815,2,1,0.50666666,0.33333334,0.69745094,0.5121951,0
816,2,2,0.61333334,0.6666667,0.46292,0.6097561,1
817,1,1,0.38,0.33333334,0.31712607,0.58536583,1
818,2,2,0.55333334,0.6666667,0.21413982,0.3902439,1
819,3,0,0.85333335,0.6666667,0.38217172,0.29268292,1
820,2,2,0.48666668,0.6666667,0.27584094,0.46341464,0
821,1,0,0.48,0.0,0.23897597,0.58536583,0
822,2,0,0.46,0.33333334,0.35713896,0.07317073,1
823,1,3,0.30666667,0.33333334,0.37891337,0.2195122,0
824,1,3,0.38666666,0.0,0.12604402,0.048780486,1
825,1,2,0.16,0.0,0.19262922,0.9756098,1
826,1,0,0.4,0.0,0.68372166,0.41463414,0
827,2,1,0.41333333,0.6666667,0.29059052,0.85365856,1
828,2,0,0.56666666,0.6666667,0.08872162,0.5121951,0
829,1,1,0.64666665,0.0,0.08502656,0.80487806,0
830,3,2,0.96,0.6666667,0.2442184,0.17073171,0
831,3,2,0.84,1.0,0.47035873,0.9512195,0
832,3,1,0.75333333,1.0,0.2121131,0.4390244,1
833,1,1,0.49333334,0.33333334,0.8510818,1.0,0
834,2,0,0.36666667,0.6666667,0.30582705,0.9756098,1
835,3,2,0.79333335,0.6666667,0.2706658,0.8780488,1
836,2,0,0.58,0.33333334,0.33371186,0.12195122,1
837,1,1,0.32666665,0.0,0.34957838,0.6097561,1
838,1,3,0.47333333,0.0,0.544404,0.80487806,0
839,2,3,0.43333334,0.6666667,0.43859962,0.12195122,0
840,3,3,0.84,1.0,0.16328071,0.8780488,1
841,2,1,0.48,0.6666667,0.2076637,0.7804878,1
842,2,0,0.5466667,0.6666667,0.38258487,0.5121951,0
843,1,2,0.16,0.0,0.48936784,0.4878049,1
844,2,1,0.33333334,0.6666667,0.6431235,0.12195122,0
845,3,3,0.8666667,0.6666667,0.3051686,0.12195122,1
846,1,0,0.33333334,0.0,0.5059782,0.07317073,0
847,2,2,0.35333332,0.6666667,0.11570815,0.70731705,1
848,3,2,0.99333334,1.0,0.12990598,0.24390244,1
849,1,1,0.14,0.0,0.76514685,0.70731705,0
850,2,1,0.56,0.6666667,0.3909704,0.73170733,1
851,1,2,0.56,0.33333334,0.25961807,0.5609756,1
852,2,2,0.43333334,0.6666667,0.75138056,0.19512194,0
853,2,3,0.38,0.33333334,0.4327851,0.048780486,1
854,2,2,0.37333333,0.6666667,1.0,0.73170733,0
855,2,1,0.4,0.33333334,0.41344833,0.9512195,0
856,1,0,0.14666666,0.33333334,0.43013778,0.8780488,1
857,3,3,0.8466667,0.6666667,0.38599253,0.85365856,1
858,2,3,0.36,0.6666667,0.37331325,0.5609756,1
859,1,2,0.16,0.33333334,0.17742078,0.73170733,1
860,2,0,0.58666664,0.6666667,0.30057445,0.12195122,1
861,2,3,0.56666666,0.6666667,0.14104089,0.024390243,1
862,1,1,0.34,0.0,0.26962823,0.46341464,1
863,3,2,0.8,0.6666667,0.36678475,0.6585366,0
864,3,1,0.96,1.0,0.33491424,0.24390244,1
865,1,2,0.53333336,0.0,0.46823636,0.07317073,0
866,3,3,0.76666665,0.6666667,0.28357014,0.34146342,1
867,1,2,0.21333334,0.33333334,0.027521014,0.12195122,1
868,1,0,0.18,0.0,0.9226677,0.70731705,0
869,1,1,0.52,0.0,0.09576084,0.902439,1
870,3,0,0.91333336,1.0,0.3165846,0.024390243,1
871,2,1,0.45333335,0.33333334,0.17224275,0.34146342,0
872,1,1,0.12,0.0,0.31137022,0.24390244,1
873,2,2,0.35333332,0.33333334,0.064350545,0.17073171,1
874,2,3,0.6666667,0.33333334,0.02810282,0.6097561,1
875,1,3,0.27333334,0.0,0.39261255,0.09756097,0
876,3,0,0.7266667,1.0,0.2900441,0.12195122,1
877,3,2,0.92,0.6666667,0.2973508,0.6097561,1
878,2,3,0.38,0.33333334,0.13642354,0.07317073,1
879,3,1,0.76666665,0.6666667,0.16244015,0.4390244,1
880,2,1,0.66,0.6666667,0.2903237,0.46341464,0
881,3,2,0.9,0.6666667,0.3563995,0.7804878,0
882,2,0,0.35333332,0.33333334,0.31683668,0.46341464,1
883,2,2,0.55333334,0.33333334,0.2013957,0.2682927,1
884,1,0,0.35333332,0.33333334,0.45789984,0.0,0
885,3,2,0.72,1.0,0.35293242,0.6097561,0
886,2,1,0.48,0.6666667,0.13189736,0.31707317,1
887,1,2,0.18,0.33333334,0.16356023,0.902439,0
888,1,3,0.17333333,0.0,0.4802232,0.8780488,1
889,2,3,0.52666664,0.6666667,0.4025613,0.24390244,0
890,2,2,0.39333335,0.33333334,0.30311564,0.85365856,0
891,2,0,0.5466667,0.6666667,0.5420467,0.29268292,0
892,3,0,0.81333333,1.0,0.2911717,0.048780486,0
893,1,1,0.15333334,0.0,0.45255205,0.7804878,1
894,2,1,0.43333334,0.33333334,0.19749032,0.12195122,0
895,1,0,0.12,0.33333334,0.32290468,0.2195122,0
896,3,2,0.88666666,1.0,0.3844788,0.09756097,1
897,3,1,0.75333333,1.0,0.3624828,0.5365854,0
898,2,0,0.52,0.33333334,0.6564778,0.2195122,0
899,2,0,0.64,0.33333334,0.37299955,0.024390243,1
900,1,2,0.10666667,0.0,0.5061821,0.29268292,0
901,2,3,0.36666667,0.33333334,0.23275174,0.9512195,1
902,3,0,0.76666665,1.0,0.3106012,0.024390243,1
903,2,1,0.58666664,0.6666667,0.2537872,0.46341464,1
904,1,2,0.29333332,0.0,0.2537872,0.0,1
905,2,2,0.61333334,0.33333334,0.43275565,0.8780488,0
906,3,2,0.92,0.6666667,0.3131734,0.19512194,1
907,1,3,0.30666667,0.0,0.6021716,0.3902439,0
908,1,3,0.16666667,0.0,0.017390708,0.19512194,0
909,2,1,0.5466667,0.6666667,0.06003318,0.24390244,0
910,3,1,0.9533333,0.6666667,0.32081345,0.34146342,0
